board_state,macroboard,current_player,valid_moves,chosen_move,game_result,agent_level,move_number,final_result
"1,-1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,-1,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",-1,"54,55,57,58,59,60,61,62",57,-1,Medium,13,1
"1,-1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,-1,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"27,28,29,30,31,32,33,35",27,-1,MCTS,14,0
"1,-1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,-1,0,1,-1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",-1,"2,3,5,6,7,8",3,-1,Medium,15,1
"1,-1,0,-1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,-1,0,1,-1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"28,29,30,31,32,33,35",28,-1,MCTS,16,0
"1,-1,0,-1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,-1,0,1,-1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",-1,"9,10,12,13,14,16,17",13,-1,Medium,17,1
"1,-1,0,-1,1,0,0,0,0,0,0,1,0,-1,0,1,0,0,-1,0,1,-1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"36,38,39,40,41,42,43,44",40,-1,MCTS,18,0
"1,-1,0,-1,1,0,0,0,0,0,0,1,0,-1,0,1,0,0,-1,0,1,-1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",-1,"36,38,39,41,42,43,44",38,-1,Medium,19,1
"1,-1,0,-1,1,0,0,0,0,0,0,1,0,-1,0,1,0,0,-1,0,1,-1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"19,22,23,25,26",22,-1,MCTS,20,0
"1,-1,0,-1,1,0,0,0,0,0,0,1,0,-1,0,1,0,0,-1,0,1,-1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,1,0,0,0,0,0,0",-1,"36,39,41,42,43,44",36,-1,Medium,21,1
"1,-1,0,-1,1,0,0,0,0,0,0,1,0,-1,0,1,0,0,-1,0,1,-1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,1,0,-1,0,0,0,0",1,"2,5,6,7,8",8,-1,MCTS,22,0
"1,-1,0,-1,1,0,0,0,1,0,0,1,0,-1,0,1,0,0,-1,0,1,-1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","1,0,1,0,-1,0,0,0,0",-1,"72,73,74,75,76,77,78,79,80",73,-1,Medium,23,1
"1,-1,0,-1,1,0,0,0,1,0,0,1,0,-1,0,1,0,0,-1,0,1,-1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0","1,0,1,0,-1,0,0,0,0",1,"9,10,12,14,16,17",9,-1,MCTS,24,0
"1,-1,0,-1,1,0,0,0,1,1,0,1,0,-1,0,1,0,0,-1,0,1,-1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0","1,0,1,0,-1,0,0,0,0",-1,"10,12,14,16,17,29,30,31,32,33,35,45,46,47,48,49,50,51,52,53,54,55,58,59,60,61,62,63,64,66,67,68,69,70,71,72,74,75,76,77,78,79,80",12,-1,Medium,25,1
"1,-1,0,-1,1,0,0,0,1,1,0,1,-1,-1,0,1,0,0,-1,0,1,-1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0","1,0,1,0,-1,0,0,0,0",1,"29,30,31,32,33,35",30,-1,MCTS,26,0
"1,-1,0,-1,1,0,0,0,1,1,0,1,-1,-1,0,1,0,0,-1,0,1,-1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0","1,0,1,0,-1,0,0,0,0",-1,"29,31,32,33,35",32,-1,Medium,27,1
"1,-1,0,-1,1,0,0,0,1,1,0,1,-1,-1,0,1,0,0,-1,0,1,-1,1,0,1,0,0,1,1,0,1,0,-1,0,1,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0","1,0,1,0,-1,0,0,0,0",1,"45,46,47,48,49,50,51,52,53",47,-1,MCTS,28,0
"1,-1,0,-1,1,0,0,0,1,1,0,1,-1,-1,0,1,0,0,-1,0,1,-1,1,0,1,0,0,1,1,0,1,0,-1,0,1,0,-1,-1,-1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0","1,0,1,0,-1,0,0,0,0",-1,"10,14,16,17,29,31,33,35,45,46,48,49,50,51,52,53,54,55,58,59,60,61,62,63,64,66,67,68,69,70,71,72,74,75,76,77,78,79,80",14,-1,Medium,29,1
"1,-1,0,-1,1,0,0,0,1,1,0,1,-1,-1,-1,1,0,0,-1,0,1,-1,1,0,1,0,0,1,1,0,1,0,-1,0,1,0,-1,-1,-1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0","1,-1,1,0,-1,0,0,0,0",1,"45,46,48,49,50,51,52,53",49,-1,MCTS,30,0
"1,-1,0,-1,1,0,0,0,1,1,0,1,-1,-1,-1,1,0,0,-1,0,1,-1,1,0,1,0,0,1,1,0,1,0,-1,0,1,0,-1,-1,-1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0","1,-1,1,0,-1,0,0,0,0",-1,"29,31,33,35,45,46,48,50,51,52,53,54,55,58,59,60,61,62,63,64,66,67,68,69,70,71,72,74,75,76,77,78,79,80",33,-1,Medium,31,1
"1,-1,0,-1,1,0,0,0,1,1,0,1,-1,-1,-1,1,0,0,-1,0,1,-1,1,0,1,0,0,1,1,0,1,0,-1,-1,1,0,-1,-1,-1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0","1,-1,1,0,-1,0,0,0,0",1,"54,55,58,59,60,61,62",58,-1,MCTS,32,0
"1,-1,0,-1,1,0,0,0,1,1,0,1,-1,-1,-1,1,0,0,-1,0,1,-1,1,0,1,0,0,1,1,0,1,0,-1,-1,1,0,-1,-1,-1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0","1,-1,1,0,-1,0,0,0,0",-1,"29,31,35,45,46,48,50,51,52,53,54,55,59,60,61,62,63,64,66,67,68,69,70,71,72,74,75,76,77,78,79,80",35,-1,Medium,33,1
"1,-1,0,-1,1,0,0,0,1,1,0,1,-1,-1,-1,1,0,0,-1,0,1,-1,1,0,1,0,0,1,1,0,1,0,-1,-1,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0","1,-1,1,0,-1,0,0,0,0",1,"72,74,75,76,77,78,79,80",80,-1,MCTS,34,0
"1,-1,0,-1,1,0,0,0,1,1,0,1,-1,-1,-1,1,0,0,-1,0,1,-1,1,0,1,0,0,1,1,0,1,0,-1,-1,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1","1,-1,1,0,-1,0,0,0,0",-1,"72,74,75,76,77,78,79",78,-1,Medium,35,1
"1,-1,0,-1,1,0,0,0,1,1,0,1,-1,-1,-1,1,0,0,-1,0,1,-1,1,0,1,0,0,1,1,0,1,0,-1,-1,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,1","1,-1,1,0,-1,0,0,0,0",1,"54,55,59,60,61,62",61,-1,MCTS,36,0
"1,-1,0,-1,1,0,0,0,1,1,0,1,-1,-1,-1,1,0,0,-1,0,1,-1,1,0,1,0,0,1,1,0,1,0,-1,-1,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-1,-1,1,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,1","1,-1,1,0,-1,0,0,0,0",-1,"63,64,66,67,68,69,70,71",69,-1,Medium,37,1
"1,-1,0,-1,1,0,0,0,1,1,0,1,-1,-1,-1,1,0,0,-1,0,1,-1,1,0,1,0,0,1,1,0,1,0,-1,-1,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-1,-1,1,0,0,1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,-1,0,1","1,-1,1,0,-1,0,0,0,0",1,"54,55,59,60,62",55,-1,MCTS,38,0
"1,-1,0,-1,1,0,0,0,1,1,0,1,-1,-1,-1,1,0,0,-1,0,1,-1,1,0,1,0,0,1,1,0,1,0,-1,-1,1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,-1,-1,1,0,0,1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,-1,0,1","1,-1,1,0,-1,0,1,0,0",-1,"29,31,45,46,48,50,51,52,53,63,64,66,67,68,70,71,72,74,75,76,77,79",67,-1,Medium,39,1
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80",0,1,Hard,0,1
"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",-1,"1,2,3,4,5,6,7,8",1,1,Medium,1,0
"1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"9,10,11,12,13,14,15,16,17",9,1,Hard,2,1
"1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",-1,"2,3,4,5,6,7,8",2,1,Medium,3,0
"1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"18,19,20,21,22,23,24,25,26",18,1,Hard,4,1
"1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",-1,"3,4,5,6,7,8",3,1,Medium,5,0
"1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"27,28,29,30,31,32,33,34,35",27,1,Hard,6,1
"1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",-1,"4,5,6,7,8",4,1,Medium,7,0
"1,-1,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"36,37,38,39,40,41,42,43,44",37,1,Hard,8,1
"1,-1,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",-1,"10,11,12,13,14,15,16,17",10,1,Medium,9,0
"1,-1,-1,-1,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"11,12,13,14,15,16,17",11,1,Hard,10,1
"1,-1,-1,-1,-1,0,0,0,0,1,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",-1,"19,20,21,22,23,24,25,26",19,1,Medium,11,0
"1,-1,-1,-1,-1,0,0,0,0,1,-1,1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"12,13,14,15,16,17",12,1,Hard,12,1
"1,-1,-1,-1,-1,0,0,0,0,1,-1,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",-1,"28,29,30,31,32,33,34,35",29,1,Medium,13,0
"1,-1,-1,-1,-1,0,0,0,0,1,-1,1,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"20,21,22,23,24,25,26",20,1,Hard,14,1
"1,-1,-1,-1,-1,0,0,0,0,1,-1,1,1,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",-1,"21,22,23,24,25,26",21,1,Medium,15,0
"1,-1,-1,-1,-1,0,0,0,0,1,-1,1,1,0,0,0,0,0,1,-1,1,-1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"28,30,31,32,33,34,35",28,1,Hard,16,1
"1,-1,-1,-1,-1,0,0,0,0,1,-1,1,1,0,0,0,0,0,1,-1,1,-1,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",-1,"13,14,15,16,17",13,1,Medium,17,0
"1,-1,-1,-1,-1,0,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"36,38,39,40,41,42,43,44",38,1,Hard,18,1
"1,-1,-1,-1,-1,0,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",-1,"22,23,24,25,26",22,1,Medium,19,0
"1,-1,-1,-1,-1,0,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,-1,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",1,"36,39,40,41,42,43,44",36,1,Hard,20,1
"1,-1,-1,-1,-1,0,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,-1,0,0,0,0,1,1,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,1,0,0,0,0",-1,"5,6,7,8",5,1,Medium,21,0
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,-1,0,0,0,0,1,1,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","-1,0,0,0,1,0,0,0,0",1,"45,46,47,48,49,50,51,52,53",48,1,Hard,22,1
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,-1,0,0,0,0,1,1,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","-1,0,0,0,1,0,0,0,0",-1,"30,31,32,33,34,35",30,1,Medium,23,0
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,-1,0,0,0,0,1,1,-1,-1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","-1,0,0,0,1,0,0,0,0",1,"31,32,33,34,35",32,1,Hard,24,1
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,-1,0,0,0,0,1,1,-1,-1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","-1,0,0,0,1,0,0,0,0",-1,"45,46,47,49,50,51,52,53",47,1,Medium,25,0
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,-1,0,0,0,0,1,1,-1,-1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","-1,0,0,0,1,0,0,0,0",1,"23,24,25,26",23,1,Hard,26,1
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,-1,1,0,0,0,1,1,-1,-1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","-1,0,0,0,1,0,0,0,0",-1,"45,46,49,50,51,52,53",50,1,Medium,27,0
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,-1,1,0,0,0,1,1,-1,-1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","-1,0,0,0,1,0,0,0,0",1,"45,46,49,51,52,53",51,1,Hard,28,1
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,-1,1,0,0,0,1,1,-1,-1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","-1,0,0,0,1,0,0,0,0",-1,"54,55,56,57,58,59,60,61,62",57,1,Medium,29,0
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,-1,1,0,0,0,1,1,-1,-1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,-1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","-1,0,0,0,1,0,0,0,0",1,"31,33,34,35",33,1,Hard,30,1
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,-1,1,0,0,0,1,1,-1,-1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,-1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","-1,0,0,0,1,0,0,0,0",-1,"54,55,56,58,59,60,61,62",59,1,Medium,31,0
"1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,0,0,0,0,1,-1,1,-1,-1,1,0,0,0,1,1,-1,-1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,-1,1,0,-1,1,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","-1,0,0,0,1,0,0,0,0",1,"45,46,49,52,53",45,1,Hard,32,1
